chr,block,sample,startpos,endpos,hapgroup,Hex_Code
1,0,282set_CI187-2,56073,652006,282set_CI187-2,#d6a32c
1,0,HB8229,56073,652006,282set_CI187-2,#d6a32c
1,0,282set_B164,56073,652006,282set_CI187-2,#d6a32c
1,0,282set_H49,56073,652006,282set_CI187-2,#d6a32c
1,0,MBPM,56073,652006,IBB14,#272f8f
1,0,IBB14,56073,652006,IBB14,#272f8f
1,0,LH52,56073,652006,IBB14,#272f8f
1,0,PHJ70,56073,652006,IBB14,#272f8f
1,0,282set_A239,56073,652006,282set_A641,#0177a1
1,0,282set_A641,56073,652006,282set_A641,#0177a1
1,0,282set_C123,56073,652006,282set_A641,#0177a1
1,1,B73,652074,921430,B73,#520dc0
1,1,764,652074,921430,B73,#520dc0
1,1,787,652074,921430,B73,#520dc0
1,1,794,652074,921430,B73,#520dc0
1,1,5707,652074,921430,B73,#520dc0
1,1,78010,652074,921430,B73,#520dc0
1,1,3IBZ2,652074,921430,B73,#520dc0
1,1,78002A,652074,921430,B73,#520dc0
1,1,78551S,652074,921430,B73,#520dc0
1,1,87916W,652074,921430,B73,#520dc0
1,1,DJ7,652074,921430,B73,#520dc0
1,1,F42,652074,921430,B73,#520dc0
1,1,LH119,652074,921430,B73,#520dc0
1,1,LH128,652074,921430,B73,#520dc0
1,1,LH132,652074,921430,B73,#520dc0
1,1,LH149,652074,921430,B73,#520dc0
1,1,LH156,652074,921430,B73,#520dc0
1,1,LH192,652074,921430,B73,#520dc0
1,1,LH194,652074,921430,B73,#520dc0
1,1,LH196,652074,921430,B73,#520dc0
1,1,LH202,652074,921430,B73,#520dc0
1,1,LH205,652074,921430,B73,#520dc0
1,1,LH38,652074,921430,B73,#520dc0
1,1,LH57,652074,921430,B73,#520dc0
1,1,LH59,652074,921430,B73,#520dc0
1,1,LH93,652074,921430,B73,#520dc0
1,1,LP5,652074,921430,B73,#520dc0
1,1,MDF-13D,652074,921430,B73,#520dc0
1,1,PB80,652074,921430,B73,#520dc0
1,1,PHT10,652074,921430,B73,#520dc0
1,1,PHW17,652074,921430,B73,#520dc0
1,1,PHW20,652074,921430,B73,#520dc0
1,1,PHWG5,652074,921430,B73,#520dc0
1,1,RS710,652074,921430,B73,#520dc0
1,1,S8324,652074,921430,B73,#520dc0
1,1,W8555,652074,921430,B73,#520dc0
1,1,Oh43,652074,921430,B73,#520dc0
1,1,282set_A556,652074,921430,B73,#520dc0
1,1,282set_A619,652074,921430,B73,#520dc0
1,1,282set_H99,652074,921430,B73,#520dc0
1,1,282set_T8,652074,921430,B73,#520dc0
1,1,282set_Va59,652074,921430,B73,#520dc0
1,1,282set_Va85,652074,921430,B73,#520dc0
1,1,Oh40B,652074,921430,B73,#520dc0
1,1,Va26,652074,921430,B73,#520dc0
1,1,282set_B64,652074,921430,282set_B64,#ff4e72
1,1,PHN66,652074,921430,282set_B64,#ff4e72
1,1,PHK93,652074,921430,PHK93,#cd3900
1,1,PHT60,652074,921430,PHK93,#cd3900
1,1,207,652074,921430,207,#01aeef
1,1,807,652074,921430,207,#01aeef
1,1,29MIBZ2,652074,921430,207,#01aeef
1,1,83IBI3,652074,921430,207,#01aeef
1,1,B47,652074,921430,207,#01aeef
1,1,FAPW,652074,921430,207,#01aeef
1,1,IBC2,652074,921430,207,#01aeef
1,1,L127,652074,921430,207,#01aeef
1,1,L135,652074,921430,207,#01aeef
1,1,LH1,652074,921430,207,#01aeef
1,1,LH162,652074,921430,207,#01aeef
1,1,LIBC4,652074,921430,207,#01aeef
1,1,OQ603,652074,921430,207,#01aeef
1,1,PHG39,652074,921430,207,#01aeef
1,1,PHG50,652074,921430,207,#01aeef
1,1,PHH93,652074,921430,207,#01aeef
1,1,PHJ75,652074,921430,207,#01aeef
1,1,PHK42,652074,921430,207,#01aeef
1,1,PHM10,652074,921430,207,#01aeef
1,1,PHN11,652074,921430,207,#01aeef
1,1,PHN29,652074,921430,207,#01aeef
1,1,PHN82,652074,921430,207,#01aeef
1,1,PHP55,652074,921430,207,#01aeef
1,1,PHP60,652074,921430,207,#01aeef
1,1,PHP76,652074,921430,207,#01aeef
1,1,PHP85,652074,921430,207,#01aeef
1,1,PHR25,652074,921430,207,#01aeef
1,1,PHR30,652074,921430,207,#01aeef
1,1,PHR63,652074,921430,207,#01aeef
1,1,PHT22,652074,921430,207,#01aeef
1,1,PHT55,652074,921430,207,#01aeef
1,1,PHV37,652074,921430,207,#01aeef
1,1,PHW52,652074,921430,207,#01aeef
1,1,PHW79,652074,921430,207,#01aeef
1,1,Q381,652074,921430,207,#01aeef
1,1,282set_B84,652074,921430,207,#01aeef
1,1,282set_I205,652074,921430,207,#01aeef
1,1,282set_R4,652074,921430,207,#01aeef
1,1,B37,652074,921430,207,#01aeef
1,1,B76,652074,921430,207,#01aeef
1,1,H84,652074,921430,207,#01aeef
1,1,PHJ40,652074,921430,PHJ40,#df0053
1,1,PHT69,652074,921430,PHJ40,#df0053
1,1,282set_Va17,652074,921430,282set_Va17,#5a00a2
1,1,282set_Os420,652074,921430,282set_Os420,#b19e00
1,1,282set_Mt42,652074,921430,282set_Mt42,#660005
1,1,LH208,652074,921430,LH208,#93a0ff
1,1,Oh7B,652074,921430,B14,#FFE303
1,1,790,652074,921430,B14,#FFE303
1,1,6103,652074,921430,B14,#FFE303
1,1,78004,652074,921430,B14,#FFE303
1,1,2FACC,652074,921430,B14,#FFE303
1,1,4676A,652074,921430,B14,#FFE303
1,1,B14,652074,921430,B14,#FFE303
1,1,FBHJ,652074,921430,B14,#FFE303
1,1,LH143,652074,921430,B14,#FFE303
1,1,LH145,652074,921430,B14,#FFE303
1,1,LH190,652074,921430,B14,#FFE303
1,1,LH191,652074,921430,B14,#FFE303
1,1,LH193,652074,921430,B14,#FFE303
1,1,LH220Ht,652074,921430,B14,#FFE303
1,1,LH74,652074,921430,B14,#FFE303
1,1,NS701,652074,921430,B14,#FFE303
1,1,PHG35,652074,921430,B14,#FFE303
1,1,PHG71,652074,921430,B14,#FFE303
1,1,PHG72,652074,921430,B14,#FFE303
1,1,PHG84,652074,921430,B14,#FFE303
1,1,PHJ31,652074,921430,B14,#FFE303
1,1,PHJ33,652074,921430,B14,#FFE303
1,1,PHM57,652074,921430,B14,#FFE303
1,1,PHR36,652074,921430,B14,#FFE303
1,1,PHW03,652074,921430,B14,#FFE303
1,1,PHW30,652074,921430,B14,#FFE303
1,1,PHW43,652074,921430,B14,#FFE303
1,1,PHZ51,652074,921430,B14,#FFE303
1,1,282set_38-11Goodman-Buckler,652074,921430,B14,#FFE303
1,1,282set_A634,652074,921430,B14,#FFE303
1,1,282set_A635,652074,921430,B14,#FFE303
1,1,282set_B14A,652074,921430,B14,#FFE303
1,1,282set_B57,652074,921430,B14,#FFE303
1,1,B97,652074,921430,B14,#FFE303
1,1,282set_N28Ht,652074,921430,B14,#FFE303
1,1,282set_R177,652074,921430,B14,#FFE303
1,1,A632,652074,921430,B14,#FFE303
1,1,B68,652074,921430,B14,#FFE303
1,1,Pa91,652074,921430,B14,#FFE303
1,1,Mo17,652074,921430,Mo17,#00c628
1,1,740,652074,921430,Mo17,#00c628
1,1,4N506,652074,921430,Mo17,#00c628
1,1,6M502,652074,921430,Mo17,#00c628
1,1,78371A,652074,921430,Mo17,#00c628
1,1,B09,652074,921430,Mo17,#00c628
1,1,E8501,652074,921430,Mo17,#00c628
1,1,J8606,652074,921430,Mo17,#00c628
1,1,LH160,652074,921430,Mo17,#00c628
1,1,LH215,652074,921430,Mo17,#00c628
1,1,LH51,652074,921430,Mo17,#00c628
1,1,LH54,652074,921430,Mo17,#00c628
1,1,LH61,652074,921430,Mo17,#00c628
1,1,LH65,652074,921430,Mo17,#00c628
1,1,Lp215D,652074,921430,Mo17,#00c628
1,1,MBNA,652074,921430,Mo17,#00c628
1,1,MBST,652074,921430,Mo17,#00c628
1,1,MM402A,652074,921430,Mo17,#00c628
1,1,PHG83,652074,921430,Mo17,#00c628
1,1,PHK35,652074,921430,Mo17,#00c628
1,1,PHR58,652074,921430,Mo17,#00c628
1,1,PHV53,652074,921430,Mo17,#00c628
1,1,PHV78,652074,921430,Mo17,#00c628
1,1,PHW51,652074,921430,Mo17,#00c628
1,1,S8326,652074,921430,Mo17,#00c628
1,1,Seagu1117,652074,921430,Mo17,#00c628
1,1,282set_C103,652074,921430,Mo17,#00c628
1,1,W64A,652074,921430,LH123HT,#ef964e
1,1,L139,652074,921430,LH123HT,#ef964e
1,1,LH123HT,652074,921430,LH123HT,#ef964e
1,1,LH127,652074,921430,LH123HT,#ef964e
1,1,LH39,652074,921430,LH123HT,#ef964e
1,1,LH60,652074,921430,LH123HT,#ef964e
1,1,LH85,652074,921430,LH123HT,#ef964e
1,1,MBSJ,652074,921430,LH123HT,#ef964e
1,1,PHBA6,652074,921430,LH123HT,#ef964e
1,1,PHG47,652074,921430,LH123HT,#ef964e
1,1,PHM81,652074,921430,LH123HT,#ef964e
1,1,PHN37,652074,921430,LH123HT,#ef964e
1,1,PHN73,652074,921430,LH123HT,#ef964e
1,1,282set_A654,652074,921430,LH123HT,#ef964e
1,1,282set_K55,652074,921430,LH123HT,#ef964e
1,1,282set_MO1W,652074,921430,LH123HT,#ef964e
1,1,282set_Wf9,652074,921430,LH123HT,#ef964e
1,1,A554,652074,921430,LH123HT,#ef964e
1,1,282set_A641,652074,921430,282set_A641,#0177a1
1,1,IBB14,652074,921430,282set_A641,#0177a1
1,1,LH52,652074,921430,282set_A641,#0177a1
1,1,LH82,652074,921430,282set_A641,#0177a1
1,1,MBPM,652074,921430,282set_A641,#0177a1
1,1,PHJ70,652074,921430,282set_A641,#0177a1
1,1,282set_A239,652074,921430,282set_A641,#0177a1
1,1,282set_C123,652074,921430,282set_A641,#0177a1
1,1,W22,652074,921430,282set_CI187-2,#d6a32c
1,1,HB8229,652074,921430,282set_CI187-2,#d6a32c
1,1,PHR32,652074,921430,282set_CI187-2,#d6a32c
1,1,282set_B164,652074,921430,282set_CI187-2,#d6a32c
1,1,282set_CI187-2,652074,921430,282set_CI187-2,#d6a32c
1,1,282set_H49,652074,921430,282set_CI187-2,#d6a32c
1,1,282set_W182B,652074,921430,282set_CI187-2,#d6a32c
1,1,CM105,652074,921430,CM105,#8b0017
1,1,779,652074,921430,CM105,#8b0017
1,1,1538,652074,921430,CM105,#8b0017
1,1,PHK05,652074,921430,CM105,#8b0017
1,1,282set_CMV3,652074,921430,CM105,#8b0017
1,1,BCC03,652074,921430,OH7,#ff6c20
1,1,OH7,652074,921430,OH7,#ff6c20
1,1,282set_W117Ht,652074,921430,OH7,#ff6c20
1,1,282set_MS1334,652074,921430,282set_CM7,#853400
1,1,282set_CM7,652074,921430,282set_CM7,#853400
1,10,B73,3166099,3452948,B73,#520dc0
1,10,764,3166099,3452948,B73,#520dc0
1,10,794,3166099,3452948,B73,#520dc0
1,10,807,3166099,3452948,B73,#520dc0
1,10,78010,3166099,3452948,B73,#520dc0
1,10,78002A,3166099,3452948,B73,#520dc0
1,10,87916W,3166099,3452948,B73,#520dc0
1,10,B47,3166099,3452948,B73,#520dc0
1,10,DJ7,3166099,3452948,B73,#520dc0
1,10,F42,3166099,3452948,B73,#520dc0
1,10,LH1,3166099,3452948,B73,#520dc0
1,10,LH119,3166099,3452948,B73,#520dc0
1,10,LH132,3166099,3452948,B73,#520dc0
1,10,LH149,3166099,3452948,B73,#520dc0
1,10,LH192,3166099,3452948,B73,#520dc0
1,10,LH194,3166099,3452948,B73,#520dc0
1,10,LH196,3166099,3452948,B73,#520dc0
1,10,LH202,3166099,3452948,B73,#520dc0
1,10,LH205,3166099,3452948,B73,#520dc0
1,10,LH208,3166099,3452948,B73,#520dc0
1,10,LP5,3166099,3452948,B73,#520dc0
1,10,PB80,3166099,3452948,B73,#520dc0
1,10,PHG39,3166099,3452948,B73,#520dc0
1,10,PHN29,3166099,3452948,B73,#520dc0
1,10,PHP60,3166099,3452948,B73,#520dc0
1,10,PHP85,3166099,3452948,B73,#520dc0
1,10,PHR30,3166099,3452948,B73,#520dc0
1,10,PHR32,3166099,3452948,B73,#520dc0
1,10,PHT10,3166099,3452948,B73,#520dc0
1,10,PHT55,3166099,3452948,B73,#520dc0
1,10,PHT69,3166099,3452948,B73,#520dc0
1,10,PHV37,3166099,3452948,B73,#520dc0
1,10,PHW52,3166099,3452948,B73,#520dc0
1,10,PHW79,3166099,3452948,B73,#520dc0
1,10,S8324,3166099,3452948,B73,#520dc0
1,10,W8555,3166099,3452948,B73,#520dc0
1,10,B37,3166099,3452948,B73,#520dc0
1,10,B76,3166099,3452948,B73,#520dc0
1,10,H84,3166099,3452948,B73,#520dc0
1,10,2FACC,3166099,3452948,2FACC,#7398ff
1,10,4676A,3166099,3452948,2FACC,#7398ff
1,10,FBHJ,3166099,3452948,2FACC,#7398ff
1,10,282set_B64,3166099,3452948,282set_B64,#ff4e72
1,10,PHN66,3166099,3452948,282set_B64,#ff4e72
1,10,PHW20,3166099,3452948,3IBZ2,#854700
1,10,3IBZ2,3166099,3452948,3IBZ2,#854700
1,10,PHJ31,3166099,3452948,HB8229,#76014e
1,10,HB8229,3166099,3452948,HB8229,#76014e
1,10,LH193,3166099,3452948,LH193,#ff0069
1,10,PHM57,3166099,3452948,LH193,#ff0069
1,10,LH156,3166099,3452948,282set_Va85,#a766ff
1,10,282set_Va85,3166099,3452948,282set_Va85,#a766ff
1,10,Va26,3166099,3452948,Va26,#00ad82
1,10,282set_Va17,3166099,3452948,282set_Va17,#5a00a2
1,10,282set_R177,3166099,3452948,282set_R177,#cd9900
1,10,282set_Mt42,3166099,3452948,282set_Mt42,#660005
1,10,Mo17,3166099,3452948,Mo17,#00c628
1,10,740,3166099,3452948,Mo17,#00c628
1,10,6M502,3166099,3452948,Mo17,#00c628
1,10,78371A,3166099,3452948,Mo17,#00c628
1,10,B09,3166099,3452948,Mo17,#00c628
1,10,E8501,3166099,3452948,Mo17,#00c628
1,10,J8606,3166099,3452948,Mo17,#00c628
1,10,LH127,3166099,3452948,Mo17,#00c628
1,10,LH128,3166099,3452948,Mo17,#00c628
1,10,LH160,3166099,3452948,Mo17,#00c628
1,10,LH215,3166099,3452948,Mo17,#00c628
1,10,LH51,3166099,3452948,Mo17,#00c628
1,10,LH54,3166099,3452948,Mo17,#00c628
1,10,LH61,3166099,3452948,Mo17,#00c628
1,10,LH65,3166099,3452948,Mo17,#00c628
1,10,Lp215D,3166099,3452948,Mo17,#00c628
1,10,MBNA,3166099,3452948,Mo17,#00c628
1,10,PHG83,3166099,3452948,Mo17,#00c628
1,10,PHK35,3166099,3452948,Mo17,#00c628
1,10,PHR58,3166099,3452948,Mo17,#00c628
1,10,PHV53,3166099,3452948,Mo17,#00c628
1,10,PHV78,3166099,3452948,Mo17,#00c628
1,10,PHW51,3166099,3452948,Mo17,#00c628
1,10,S8326,3166099,3452948,Mo17,#00c628
1,10,Seagu1117,3166099,3452948,Mo17,#00c628
1,10,282set_C103,3166099,3452948,Mo17,#00c628
1,10,282set_MS1334,3166099,3452948,282set_MS1334,#012ab8
1,10,282set_H49,3166099,3452948,282set_H49,#593800
1,10,207,3166099,3452948,207,#01aeef
1,10,29MIBZ2,3166099,3452948,207,#01aeef
1,10,83IBI3,3166099,3452948,207,#01aeef
1,10,IBB15,3166099,3452948,207,#01aeef
1,10,IBC2,3166099,3452948,207,#01aeef
1,10,L127,3166099,3452948,207,#01aeef
1,10,L135,3166099,3452948,207,#01aeef
1,10,LH82,3166099,3452948,207,#01aeef
1,10,LIBC4,3166099,3452948,207,#01aeef
1,10,OQ603,3166099,3452948,207,#01aeef
1,10,PHG50,3166099,3452948,207,#01aeef
1,10,PHG72,3166099,3452948,207,#01aeef
1,10,PHH93,3166099,3452948,207,#01aeef
1,10,PHJ75,3166099,3452948,207,#01aeef
1,10,PHK42,3166099,3452948,207,#01aeef
1,10,PHM10,3166099,3452948,207,#01aeef
1,10,PHN11,3166099,3452948,207,#01aeef
1,10,PHN82,3166099,3452948,207,#01aeef
1,10,PHP55,3166099,3452948,207,#01aeef
1,10,PHP76,3166099,3452948,207,#01aeef
1,10,PHR25,3166099,3452948,207,#01aeef
1,10,PHR63,3166099,3452948,207,#01aeef
1,10,PHT22,3166099,3452948,207,#01aeef
1,10,Q381,3166099,3452948,207,#01aeef
1,10,282set_I205,3166099,3452948,207,#01aeef
1,10,282set_Os420,3166099,3452948,207,#01aeef
1,10,282set_CM7,3166099,3452948,282set_CM7,#853400
1,10,282set_CI187-2,3166099,3452948,282set_CI187-2,#d6a32c
1,10,282set_C123,3166099,3452948,282set_C123,#ff64af
1,10,B97,3166099,3452948,B97,#01a761
1,10,282set_B84,3166099,3452948,282set_B84,#770073
1,10,282set_B57,3166099,3452948,282set_B57,#01609b
1,10,282set_B164,3166099,3452948,282set_B164,#a10025
1,10,282set_A239,3166099,3452948,282set_A239,#f382e6
1,10,WIL900,3166099,3452948,WIL900,#342895
1,10,PHW03,3166099,3452948,PHW03,#e52400
1,10,PHG86,3166099,3452948,PHG86,#005b2b
1,10,LH162,3166099,3452948,LH162,#0066e4
1,10,BCC03,3166099,3452948,BCC03,#d03cf0
1,10,W22,3166099,3452948,B14,#FFE303
1,10,790,3166099,3452948,B14,#FFE303
1,10,6103,3166099,3452948,B14,#FFE303
1,10,78004,3166099,3452948,B14,#FFE303
1,10,B14,3166099,3452948,B14,#FFE303
1,10,LH143,3166099,3452948,B14,#FFE303
1,10,LH145,3166099,3452948,B14,#FFE303
1,10,LH190,3166099,3452948,B14,#FFE303
1,10,LH220Ht,3166099,3452948,B14,#FFE303
1,10,LH57,3166099,3452948,B14,#FFE303
1,10,LH59,3166099,3452948,B14,#FFE303
1,10,LH74,3166099,3452948,B14,#FFE303
1,10,LH93,3166099,3452948,B14,#FFE303
1,10,NS701,3166099,3452948,B14,#FFE303
1,10,PHG71,3166099,3452948,B14,#FFE303
1,10,PHJ33,3166099,3452948,B14,#FFE303
1,10,PHR36,3166099,3452948,B14,#FFE303
1,10,282set_A634,3166099,3452948,B14,#FFE303
1,10,282set_A635,3166099,3452948,B14,#FFE303
1,10,282set_A641,3166099,3452948,B14,#FFE303
1,10,282set_B14A,3166099,3452948,B14,#FFE303
1,10,282set_N28Ht,3166099,3452948,B14,#FFE303
1,10,282set_R4,3166099,3452948,B14,#FFE303
1,10,282set_W182B,3166099,3452948,B14,#FFE303
1,10,A632,3166099,3452948,B14,#FFE303
